id,course_id,title,category,module,level,number,description,is_active,competency
698,19,Desain level untuk game komputer IND,Graphic Design Junior IND,Graphic Design Junior IND,M2L8,16,,TRUE,"Siswa akan mendesain lingkungan game 2D, tileset modular, dan properti lingkungan;Siswa akan menyeimbangkan estetika visual, keterbacaan bagi pemain, dan tata letak level fungsional;Siswa akan merangkai latar belakang level game 2D lengkap yang siap diintegrasikan ke game engine"
699,19,Kedekatan dan perataan IND,Graphic Design Junior IND,Graphic Design Junior IND,M3L1,17,,TRUE,"Siswa akan memahami prinsip tata letak dasar: kedekatan (proximity), titik fokus, dan perataan grid (alignment);Siswa akan menyusun teks kompleks dan elemen visual ke dalam struktur yang logis dan mudah dibaca;Siswa akan berlatih membuat tata letak halaman yang seimbang menggunakan kisi kolom dan margin"
700,19,Pengulangan dan kontras IND,Graphic Design Junior IND,Graphic Design Junior IND,M3L2,18,,TRUE,"Siswa akan menerapkan prinsip repetisi visual untuk menjaga konsistensi merek di berbagai tata letak;Siswa akan menggunakan skala, ketebalan, dan kontras warna untuk menegaskan hierarki informasi utama;Siswa akan merancang brosur atau spanduk promosi yang mengarahkan pandangan audiens secara efektif"
701,19,Mempersiapkan desain untuk dicetak IND,Graphic Design Junior IND,Graphic Design Junior IND,M3L3,19,,TRUE,"Siswa akan mempelajari persyaratan pracetak termasuk bleed, trim marks, safe zones, dan resolusi cetak (300 DPI);Siswa akan mengelola konversi warna CMYK, warna spot, dan penanaman font;Siswa akan mengekspor file PDF siap cetak yang memenuhi standar industri percetakan"
702,19,Mendesain poster informasi IND,Graphic Design Junior IND,Graphic Design Junior IND,M3L4,20,,TRUE,"Siswa akan memadukan tata letak, tipografi, dan ilustrasi vektor untuk membuat poster informasi yang berbobot;Siswa akan menyusun data dan tajuk berita yang kompleks ke dalam hierarki visual yang jelas;Siswa akan memfinalisasi dan menyiapkan aset poster untuk kebutuhan tampilan digital maupun cetak"
703,19,Pengenalan Pemodelan 3D IND,Graphic Design Junior IND,Graphic Design Junior IND,M4L1,21,,TRUE,"Siswa akan mengoperasikan koordinat ruang kerja 3D (sumbu X, Y, Z) dan antarmuka perangkat lunak;Siswa akan memanipulasi bentuk primitif 3D dasar (kubus, bola, silinder) menggunakan alat transformasi;Siswa akan memahami konsep dasar pemodelan poligon seperti vertex, edge, dan face"
704,19,Bekerja dengan ruang IND,Graphic Design Junior IND,Graphic Design Junior IND,M4L2,22,,TRUE,"Siswa akan mengatur komposisi adegan 3D, panjang fokus kamera, dan kedalaman ruang;Siswa akan menata beberapa aset 3D untuk membentuk skala spasial dan keseimbangan fokus;Siswa akan mempraktikkan pengaturan pencahayaan dasar (key light, fill light, back light) dalam lingkungan 3D"
705,19,Bekerja dengan bentuk non-standar IND,Graphic Design Junior IND,Graphic Design Junior IND,M4L3,23,,TRUE,"Siswa akan menguasai teknik pemodelan lanjutan seperti extrude, bevel, operasi boolean, dan subdivision surface;Siswa akan memodelkan objek kompleks non-standar dan permukaan 3D melengkung;Siswa akan mengoptimalkan topologi mesh dan merapikan geometri non-manifold"
706,19,Membuat tata letak 3D IND,Graphic Design Junior IND,Graphic Design Junior IND,M4L4,24,,TRUE,"Siswa akan menerapkan tekstur prosedural, shader dasar, dan material pada model 3D;Siswa akan menata, memberi pencahayaan, dan me-render seluruh adegan 3D atau tata letak pamer produk;Siswa akan mengekspor hasil render 3D resolusi tinggi untuk integrasi desain grafis"
707,19,Pengenalan motion design IND,Graphic Design Junior IND,Graphic Design Junior IND,M5L1,25,,TRUE,"Siswa akan mempelajari prinsip dasar animasi (timing, spacing, squash & stretch, dan easing);Siswa akan mengoperasikan timeline motion design dan mengatur keyframe transformasi dasar;Siswa akan membuat animasi objek sederhana dengan interpolasi gerak yang halus"
708,19,Aset IND,Graphic Design Junior IND,Graphic Design Junior IND,M5L2,26,,TRUE,"Siswa akan menyiapkan, memotong (slicing), dan mengoptimalkan aset vektor maupun raster 2D untuk pipeline animasi;Siswa akan mengatur panel aset proyek, penamaan layer, dan titik jangkar (anchor point) untuk rigging yang efisien;Siswa akan mengimpor elemen grafis eksternal secara mulus ke software motion graphics"
709,19,Klip IND,Graphic Design Junior IND,Graphic Design Junior IND,M5L3,27,,TRUE,"Siswa akan menguasai pengurutan multi-klip, transisi, dan teknik pemotongan timeline;Siswa akan menyelaraskan elemen grafis animasi dengan ritme audio dan efek suara;Siswa akan membangun urutan klip video dinamis menggunakan teknik pre-composition"
710,19,Skrip gerakan IND,Graphic Design Junior IND,Graphic Design Junior IND,M5L4,28,,TRUE,"Siswa akan memahami motion path, grafik kecepatan (speed graph), dan kurva easing untuk menyempurnakan dinamika gerak;Siswa akan menerapkan ekspresi animasi otomatis dan preset gerakan pada elemen grafis;Siswa akan menganimasikan lintasan gerak kinetik yang kompleks dan efek partikel"
711,19,Animasi iklan IND,Graphic Design Junior IND,Graphic Design Junior IND,M5L5,29,,TRUE,"Siswa akan mengonsep dan membuat storyboard untuk iklan animasi pendek serta spanduk promosi;Siswa akan menganimasikan tombol ajakan bertindak (CTA), kemunculan teks judul, dan sorotan produk;Siswa akan memproduksi animasi iklan berdampak tinggi yang dioptimalkan untuk platform media sosial"
712,19,Pengenalan identitas merek IND,Graphic Design Junior IND,Graphic Design Junior IND,M5L6,30,,TRUE,"Siswa akan mengeksplorasi sistem identitas merek dan pedoman visual dalam motion graphics;Siswa akan menganimasikan logo merek, tipografi, dan aset identitas visual secara konsisten;Siswa akan membuat animasi pembuka logo (animated logo stinger) yang sesuai dengan panduan gaya merek"
713,19,Animasi dalam desain web IND,Graphic Design Junior IND,Graphic Design Junior IND,M5L7,31,,TRUE,"Siswa akan memahami mikro-interaksi, status UI animasi, dan responsivitas gerak web;Siswa akan mendesain elemen antarmuka teranimasi, tombol interaktif, dan konsep transisi halaman;Siswa akan mengekspor animasi web ringan dalam format modern seperti Lottie JSON dan GIF"
714,19,Graduation Membuat website portofolio IND,Graphic Design Junior IND,Graphic Design Junior IND,Graduation,32,,TRUE,"Siswa akan mengkurasi dan memamerkan karya desain grafis, 3D, dan motion design terbaik mereka;Siswa akan merancang dan menyusun website portofolio digital profesional yang menampilkan studi kasus proyek;Siswa akan mempresentasikan serta mempertahankan portofolio desain untuk menunjukkan kesiapan di industri kreatif"
