id,course_id,title,category,module,level,number,description,is_active,competency
736,20,Animasi dalam JS. Bagian 2 INDO,Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M4P6,22,,TRUE,Mengintegrasikan library animasi JS (seperti GSAP atau Anime.js);Membuat timeline animasi yang tersinkronisasi dan berurutan;Mengontrol trigger animasi berdasarkan event scroll (scroll-triggered animation);Mengoptimalkan performa animasi agar berjalan mulus tanpa lag
737,20,Asinkronitas dan BOM INDO,Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M4P7,23,,TRUE,"Memahami konsep asynchronous programming pada JavaScript;Menggunakan fungsi timer (setTimeout dan setInterval);Mengenal Browser Object Model (BOM: window, location, navigator, history);Memahami konsep dasar Promise dan penanganan proses async"
738,20,Bekerja dengan String dan file Cookie INDO,Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M4P8,24,,TRUE,"Menggunakan method manipulasi string (split, join, replace, trim, toLowerCase, toUpperCase);Mengenal konsep dasar Regular Expression (RegEx) untuk validasi string;Memahami konsep penyimpanan browser: Cookie, LocalStorage, dan SessionStorage;Menyimpan dan membaca data preferensi pengguna di browser"
739,20,"Proyek ""Pixel"". Bagian 1 INDO",Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M5P1,25,,TRUE,"Menganalisis kebutuhan dan merancang arsitektur aplikasi proyek 'Pixel' (Pixel Art Editor);Menyiapkan struktur file proyek (HTML, CSS, JS);Membangun antarmuka utama kanvas grid dan palet warna;Menentukan alur interaksi pengguna dalam aplikasi"
740,20,"Proyek ""Pixel"". Bagian 2 INDO",Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M5P2,26,,TRUE,Mengimplementasikan fungsi pembuatan grid dinamis berdasarkan input ukuran;Menambahkan logika pemilihan warna dari palet atau color picker;Menerapkan event listener untuk pewarnaan sel grid saat diklik atau di-drag;Mengelola status warna aktif di aplikasi
741,20,"Proyek ""Pixel"". Bagian 3 INDO",Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M5P3,27,,TRUE,"Menambahkan fitur alat pendukung (eraser, clear grid, fill bucket / flood fill);Menerapkan fitur undo/redo untuk riwayat aksi pengguna;Mengoptimalkan interaksi event kanvas agar responsif dan bebas glitch;Mempercantik antarmuka UI dengan styling CSS modern"
742,20,"Proyek ""Pixel"". Bagian 4 INDO",Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M5P4,28,,TRUE,"Mengimplementasikan fitur ekspor/unduh karya pixel art ke format gambar (PNG/JPEG);Menyimpan karya ke LocalStorage agar tidak hilang saat refresh;Melakukan debugging, refactoring, dan penyempurnaan akhir kode;Menyiapkan dokumentasi proyek dan pengujian fungsionalitas"
743,20,Sistem Kontrol Versi INDO,Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M6P1,29,,TRUE,"Memahami konsep dan pentingnya Version Control System (VCS);Menginstal dan mengonfigurasi Git di lingkungan lokal (user.name, user.email);Menginisialisasi repositori Git lokal (git init);Mencatat perubahan file melalui alur git add, git commit, dan git status;Melihat riwayat komit menggunakan git log"
744,20,"Lingkungan Pengembangan, Konsol, dan Percabangan INDO",Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M6P2,30,,TRUE,"Menguasai perintah dasar terminal / command line interface (CLI);Membuat, beralih, dan mengelola branch Git (git branch, git checkout / git switch);Menggabungkan branch menggunakan git merge;Menyelesaikan konflik penggabungan (merge conflict) dengan tepat"
745,20,Bekerja dalam proyek kelompok. Perencanaan INDO,Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M6P3,31,,TRUE,"Membagi peran dan tanggung jawab anggota tim dalam pengembangan frontend;Menyusun backlog tugas dan roadmap menggunakan tools manajemen proyek (Trello/GitHub Projects);Menghubungkan repositori lokal ke remote repository di GitHub (git remote, git push, git pull);Menetapkan aturan kolaborasi Git (branching strategy, PR workflow)"
746,20,Bekerja dalam proyek kelompok. Mockup INDO,Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M6P4,32,,TRUE,"Menganalisis mockup desain antarmuka Figma bersama tim;Membedah komponen UI menjadi modul-modul yang dapat dibagi antar developer;Menetapkan panduan gaya (design system: palet warna, tipografi, spacing);Mempersiapkan template boilerplate proyek tim"
747,20,Bekerja dalam proyek kelompok. Tata letak INDO,Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M6P5,33,,TRUE,Mengimplementasikan tata letak HTML & CSS secara kolaboratif sesuai bagian tugas;Menerapkan teknik layouting responsif (Flexbox dan Grid);Membuat Pull Request (PR) di GitHub untuk branch fitur masing-masing;Melakukan code review terhadap pekerjaan rekan satu tim
748,20,Bekerja dalam proyek kelompok. Pemrograman logika INDO,Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M6P6,34,,TRUE,Mengintegrasikan logika JavaScript pada komponen interaktif tim;Menghubungkan fungsi-fungsi modular yang dibuat oleh berbagai anggota tim;Mengelola status bersama (state) dalam aplikasi frontend tim;Menguji integrasi antar fitur untuk memastikan kompatibilitas
749,20,Bekerja dalam proyek kelompok. Pengujian dan penyempurnaan INDO,Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M6P7,35,,TRUE,"Melakukan cross-browser testing dan responsiveness testing pada berbagai resolusi layar;Mengidentifikasi dan memperbaiki bug fungsional maupun visual (debugging);Mengoptimalkan kecepatan loading aset web (minifikasi, kompresi gambar);Melakukan refactoring kode agar sesuai standar clean code"
750,20,Hosting dan Publikasi INDO,Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M6P8,36,,TRUE,"Memahami konsep hosting frontend dan domain;Mendeploy situs web ke platform hosting statis modern (GitHub Pages, Netlify, atau Vercel);Mengatur konfigurasi continuous deployment via Git;Melakukan verifikasi hasil deployment di lingkungan live production"
751,20,Kebebasan bentuk INDO,Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M7P1,37,,TRUE,"Mengeksplorasi pendekatan kreatif dan eksperimental dalam slicing UI web;Menerapkan efek visual unik (glassmorphism, neumorphism, parallax scrolling, custom cursors);Mengekspresikan identitas desain visual tanpa batasan template standar;Menjaga keseimbangan antara estetika visual dan pengalaman pengguna (UX)"
752,20,Pemilihan hosting INDO,Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M7P2,38,,TRUE,"Mengenal berbagai jenis hosting web (Shared Hosting, VPS, Cloud Hosting, Jamstack);Membandingkan kelebihan, kekurangan, dan estimasi biaya berbagai platform hosting;Memahami konsep DNS, custom domain, dan konfigurasi SSL/HTTPS;Memilih solusi hosting terbaik sesuai skala kebutuhan proyek web"
753,20,Alat analitik web INDO,Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M7P3,39,,TRUE,"Memahami pentingnya analitik web dalam mengukur perilaku pengunjung;Mengintegrasikan tool analitik web (seperti Google Analytics / Google Tag Manager);Membaca metrik utama: pageviews, bounce rate, session duration, user flow;Menggunakan data analitik untuk evaluasi dan peningkatan performa situs"
754,20,Promosi INDO,Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M7P4,40,,TRUE,"Memahami dasar-dasar SEO (Search Engine Optimization) on-page untuk frontend (meta tags, semantic HTML, Open Graph);Mengoptimalkan performa web dengan Google Lighthouse (Core Web Vitals);Mengenal strategi promosi digital dan portofolio web developer;Mempersiapkan portofolio online yang menarik bagi klien atau recruiter"
755,20,Kelulusan INDO,Fundamental Frontend Development 2.0 IND,Fundamental Frontend Development 2.0 IND,M8L1,41,,TRUE,"Mempresentasikan proyek akhir frontend di hadapan audiens/penguji;Mendemonstrasikan fitur-fitur teknis, arsitektur kode, dan desain yang telah dibangun;Menjawab pertanyaan teknis dan menerima umpan balik profesional;Menyusun rencana pengembangan karir dan sertifikasi frontend developer selanjutnya"
